"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 03 01:39:35 GMT 2023","Sun Sep 03 01:39:35 GMT 2023","550","chromium","","API Tests","","","fetch valid movie ",""
"passed","Sun Sep 03 01:39:50 GMT 2023","Sun Sep 03 01:39:56 GMT 2023","6090","chromium","","Key Presses","","","common key press",""
"skipped","Sun Sep 03 01:39:54 GMT 2023","Sun Sep 03 01:39:54 GMT 2023","1","chromium","","Basic validations","","","navigate to login page",""
"passed","Sun Sep 03 01:40:42 GMT 2023","Sun Sep 03 01:40:43 GMT 2023","975","webkit","","API Tests","","","fetch valid movie ",""
"passed","Sun Sep 03 01:41:01 GMT 2023","Sun Sep 03 01:41:06 GMT 2023","4846","webkit","","Github Environment Tests","","","Github Variables",""
"passed","Sun Sep 03 01:41:06 GMT 2023","Sun Sep 03 01:41:11 GMT 2023","5291","webkit","","Key Presses","","","common key press",""
"skipped","Sun Sep 03 01:41:11 GMT 2023","Sun Sep 03 01:41:11 GMT 2023","8","webkit","","Basic validations","","","navigate to login page",""
"passed","Sun Sep 03 01:39:57 GMT 2023","Sun Sep 03 01:39:58 GMT 2023","323","firefox","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Sun Sep 03 01:40:26 GMT 2023","Sun Sep 03 01:40:45 GMT 2023","18787","firefox","","Key Presses","","","special key press",""
"passed","Sun Sep 03 01:41:11 GMT 2023","Sun Sep 03 01:41:16 GMT 2023","4316","webkit","","Login","","","login - valid credentials",""
"passed","Sun Sep 03 01:40:07 GMT 2023","Sun Sep 03 01:40:22 GMT 2023","15502","firefox","","Github Environment Tests","","","Github Secrets",""
"failed","Sun Sep 03 01:40:49 GMT 2023","Sun Sep 03 01:41:03 GMT 2023","13747","webkit","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Sun Sep 03 01:40:47 GMT 2023","Sun Sep 03 01:40:47 GMT 2023","349","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Sun Sep 03 01:40:20 GMT 2023","Sun Sep 03 01:40:34 GMT 2023","13185","firefox","","Github Environment Tests","","","Github Variables",""
"passed","Sun Sep 03 01:40:25 GMT 2023","Sun Sep 03 01:40:51 GMT 2023","26381","firefox","","Visual Test","","","page screenshot",""
"passed","Sun Sep 03 01:41:04 GMT 2023","Sun Sep 03 01:41:18 GMT 2023","14636","webkit","","Visual Test","","","page screenshot",""
"failed","Sun Sep 03 01:39:37 GMT 2023","Sun Sep 03 01:39:45 GMT 2023","8150","chromium","","UI E2E Tests - forced to fail","","","text does not match",""
"failed","Sun Sep 03 01:40:01 GMT 2023","Sun Sep 03 01:40:24 GMT 2023","22147","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Sun Sep 03 01:39:35 GMT 2023","Sun Sep 03 01:39:36 GMT 2023","859","chromium","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Sun Sep 03 01:39:35 GMT 2023","Sun Sep 03 01:39:36 GMT 2023","750","chromium","","API Tests","","","invalid movie id - array & toContainEqual",""
"skipped","Sun Sep 03 01:40:34 GMT 2023","Sun Sep 03 01:40:34 GMT 2023","2","firefox","","Basic validations","","","has title",""
"failed","Sun Sep 03 01:39:35 GMT 2023","Sun Sep 03 01:39:36 GMT 2023","886","chromium","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Sun Sep 03 01:40:44 GMT 2023","Sun Sep 03 01:40:44 GMT 2023","261","webkit","","API Tests - forced to fail","","","status does not match",""
"passed","Sun Sep 03 01:39:49 GMT 2023","Sun Sep 03 01:39:55 GMT 2023","5757","chromium","","Key Presses","","","special key press",""
"passed","Sun Sep 03 01:40:22 GMT 2023","Sun Sep 03 01:40:28 GMT 2023","5719","firefox","","Visual Test","","","element screenshot",""
"failed","Sun Sep 03 01:39:59 GMT 2023","Sun Sep 03 01:40:00 GMT 2023","243","firefox","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Sun Sep 03 01:40:28 GMT 2023","Sun Sep 03 01:40:34 GMT 2023","6261","firefox","","Key Presses","","","common key press",""
"skipped","Sun Sep 03 01:39:54 GMT 2023","Sun Sep 03 01:39:54 GMT 2023","15","chromium","","Basic validations","","","has title",""
"failed","Sun Sep 03 01:40:49 GMT 2023","Sun Sep 03 01:41:02 GMT 2023","12785","webkit","","UI E2E Tests - forced to fail","","","text does not match",""
"skipped","Sun Sep 03 01:41:11 GMT 2023","Sun Sep 03 01:41:11 GMT 2023","9","webkit","","Basic validations","","","has title",""
"failed","Sun Sep 03 01:39:38 GMT 2023","Sun Sep 03 01:39:47 GMT 2023","9225","chromium","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Sun Sep 03 01:39:35 GMT 2023","Sun Sep 03 01:39:35 GMT 2023","538","chromium","","API Tests","","","invalid movie id - json & toEqual",""
"failed","Sun Sep 03 01:39:36 GMT 2023","Sun Sep 03 01:39:47 GMT 2023","10746","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Sun Sep 03 01:39:35 GMT 2023","Sun Sep 03 01:39:35 GMT 2023","529","chromium","","API Tests - forced to fail","","","status does not match",""
"failed","Sun Sep 03 01:39:57 GMT 2023","Sun Sep 03 01:39:57 GMT 2023","118","firefox","","API Tests - forced to fail","","","status does not match",""
"passed","Sun Sep 03 01:40:55 GMT 2023","Sun Sep 03 01:41:01 GMT 2023","6196","webkit","","Github Environment Tests","","","Github Secrets",""
"failed","Sun Sep 03 01:40:52 GMT 2023","Sun Sep 03 01:41:02 GMT 2023","9737","webkit","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Sun Sep 03 01:39:58 GMT 2023","Sun Sep 03 01:39:58 GMT 2023","316","firefox","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Sun Sep 03 01:40:43 GMT 2023","Sun Sep 03 01:40:44 GMT 2023","444","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Sun Sep 03 01:39:57 GMT 2023","Sun Sep 03 01:39:57 GMT 2023","319","firefox","","API Tests","","","fetch valid movie ",""
"passed","Sun Sep 03 01:39:45 GMT 2023","Sun Sep 03 01:39:48 GMT 2023","3451","chromium","","Visual Test","","","element screenshot",""
"passed","Sun Sep 03 01:39:49 GMT 2023","Sun Sep 03 01:39:54 GMT 2023","5469","chromium","","Login","","","login - valid credentials",""
"skipped","Sun Sep 03 01:40:34 GMT 2023","Sun Sep 03 01:40:34 GMT 2023","16","firefox","","Basic validations","","","navigate to login page",""
"passed","Sun Sep 03 01:39:38 GMT 2023","Sun Sep 03 01:39:42 GMT 2023","4683","chromium","","Github Environment Tests","","","Github Secrets",""
"failed","Sun Sep 03 01:40:50 GMT 2023","Sun Sep 03 01:40:50 GMT 2023","594","webkit","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Sun Sep 03 01:41:03 GMT 2023","Sun Sep 03 01:41:11 GMT 2023","8177","webkit","","Visual Test","","","element screenshot",""
"failed","Sun Sep 03 01:39:58 GMT 2023","Sun Sep 03 01:40:23 GMT 2023","24214","firefox","","UI E2E Tests - forced to fail","","","element image does not match",""
"passed","Sun Sep 03 01:41:06 GMT 2023","Sun Sep 03 01:41:12 GMT 2023","6560","webkit","","Key Presses","","","special key press",""
"failed","Sun Sep 03 01:40:00 GMT 2023","Sun Sep 03 01:40:16 GMT 2023","16184","firefox","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Sun Sep 03 01:40:48 GMT 2023","Sun Sep 03 01:40:49 GMT 2023","487","webkit","","API Tests","","","invalid movie id - json & toEqual",""
"failed","Sun Sep 03 01:39:58 GMT 2023","Sun Sep 03 01:39:58 GMT 2023","166","firefox","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Sun Sep 03 01:39:42 GMT 2023","Sun Sep 03 01:39:45 GMT 2023","2542","chromium","","Github Environment Tests","","","Github Variables",""
"passed","Sun Sep 03 01:39:48 GMT 2023","Sun Sep 03 01:40:04 GMT 2023","16023","chromium","","Visual Test","","","page screenshot",""
"passed","Sun Sep 03 01:40:34 GMT 2023","Sun Sep 03 01:40:44 GMT 2023","10163","firefox","","Login","","","login - valid credentials",""
