"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 24 01:46:06 GMT 2024","Wed Jan 24 01:46:06 GMT 2024","362","webkit","","API Tests - forced to fail","","","status does not match",""
"skipped","Wed Jan 24 01:45:44 GMT 2024","Wed Jan 24 01:45:44 GMT 2024","1","chromium","","Basic validations","","","navigate to login page",""
"passed","Wed Jan 24 01:45:39 GMT 2024","Wed Jan 24 01:45:39 GMT 2024","584","chromium","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Jan 24 01:45:39 GMT 2024","Wed Jan 24 01:45:39 GMT 2024","552","chromium","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Wed Jan 24 01:45:57 GMT 2024","Wed Jan 24 01:46:03 GMT 2024","6257","firefox","","Login","","","login - valid credentials",""
"passed","Wed Jan 24 01:46:05 GMT 2024","Wed Jan 24 01:46:06 GMT 2024","205","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Wed Jan 24 01:45:40 GMT 2024","Wed Jan 24 01:45:44 GMT 2024","3887","chromium","","Visual Test","","","element screenshot",""
"failed","Wed Jan 24 01:46:06 GMT 2024","Wed Jan 24 01:46:06 GMT 2024","304","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Wed Jan 24 01:45:39 GMT 2024","Wed Jan 24 01:45:39 GMT 2024","491","chromium","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"failed","Wed Jan 24 01:45:39 GMT 2024","Wed Jan 24 01:45:47 GMT 2024","7601","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"skipped","Wed Jan 24 01:45:44 GMT 2024","Wed Jan 24 01:45:44 GMT 2024","4","chromium","","Basic validations","","","has title",""
"passed","Wed Jan 24 01:45:51 GMT 2024","Wed Jan 24 01:46:04 GMT 2024","12697","firefox","","Key Presses","","","special key press",""
"passed","Wed Jan 24 01:45:47 GMT 2024","Wed Jan 24 01:45:48 GMT 2024","332","firefox","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Jan 24 01:46:04 GMT 2024","Wed Jan 24 01:46:04 GMT 2024","584","webkit","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Jan 24 01:46:07 GMT 2024","Wed Jan 24 01:46:17 GMT 2024","9246","webkit","","Visual Test","","","page screenshot",""
"passed","Wed Jan 24 01:45:40 GMT 2024","Wed Jan 24 01:45:50 GMT 2024","10546","chromium","","Visual Test","","","page screenshot",""
"passed","Wed Jan 24 01:45:49 GMT 2024","Wed Jan 24 01:45:57 GMT 2024","8017","firefox","","Github Environment Tests","","","Github Variables",""
"passed","Wed Jan 24 01:45:45 GMT 2024","Wed Jan 24 01:45:46 GMT 2024","434","firefox","","API Tests","","","fetch valid movie ",""
