"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 29 01:41:49 GMT 2023","Sun Oct 29 01:41:54 GMT 2023","4669","chromium","","Login","","","login - valid credentials",""
"failed","Sun Oct 29 01:41:56 GMT 2023","Sun Oct 29 01:41:56 GMT 2023","132","firefox","","API Tests - forced to fail","","","status does not match",""
"skipped","Sun Oct 29 01:43:04 GMT 2023","Sun Oct 29 01:43:04 GMT 2023","0","webkit","","Basic validations","","","has title",""
"passed","Sun Oct 29 01:42:54 GMT 2023","Sun Oct 29 01:42:58 GMT 2023","4484","webkit","","Github Environment Tests","","","Github Variables",""
"passed","Sun Oct 29 01:42:45 GMT 2023","Sun Oct 29 01:42:45 GMT 2023","252","webkit","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Sun Oct 29 01:41:40 GMT 2023","Sun Oct 29 01:41:44 GMT 2023","3474","chromium","","Github Environment Tests","","","Github Secrets",""
"passed","Sun Oct 29 01:42:57 GMT 2023","Sun Oct 29 01:43:04 GMT 2023","7370","webkit","","Visual Test","","","element screenshot",""
"passed","Sun Oct 29 01:42:41 GMT 2023","Sun Oct 29 01:42:41 GMT 2023","578","webkit","","API Tests","","","fetch valid movie ",""
"failed","Sun Oct 29 01:42:45 GMT 2023","Sun Oct 29 01:42:55 GMT 2023","10243","webkit","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Sun Oct 29 01:42:26 GMT 2023","Sun Oct 29 01:42:33 GMT 2023","6423","firefox","","Key Presses","","","common key press",""
"passed","Sun Oct 29 01:41:56 GMT 2023","Sun Oct 29 01:41:56 GMT 2023","323","firefox","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Sun Oct 29 01:42:19 GMT 2023","Sun Oct 29 01:42:32 GMT 2023","13138","firefox","","Visual Test","","","page screenshot",""
"passed","Sun Oct 29 01:42:32 GMT 2023","Sun Oct 29 01:42:42 GMT 2023","9363","firefox","","Login","","","login - valid credentials",""
"passed","Sun Oct 29 01:42:15 GMT 2023","Sun Oct 29 01:42:26 GMT 2023","11694","firefox","","Github Environment Tests","","","Github Variables",""
"passed","Sun Oct 29 01:41:48 GMT 2023","Sun Oct 29 01:41:54 GMT 2023","6038","chromium","","Key Presses","","","common key press",""
"passed","Sun Oct 29 01:42:58 GMT 2023","Sun Oct 29 01:43:04 GMT 2023","5465","webkit","","Key Presses","","","common key press",""
"failed","Sun Oct 29 01:42:44 GMT 2023","Sun Oct 29 01:42:55 GMT 2023","11377","webkit","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Sun Oct 29 01:42:20 GMT 2023","Sun Oct 29 01:42:38 GMT 2023","17078","firefox","","Visual Test","","","element screenshot",""
"skipped","Sun Oct 29 01:43:04 GMT 2023","Sun Oct 29 01:43:04 GMT 2023","18","webkit","","Basic validations","","","navigate to login page",""
"passed","Sun Oct 29 01:41:36 GMT 2023","Sun Oct 29 01:41:37 GMT 2023","391","chromium","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Sun Oct 29 01:41:36 GMT 2023","Sun Oct 29 01:41:37 GMT 2023","467","chromium","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Sun Oct 29 01:41:36 GMT 2023","Sun Oct 29 01:41:37 GMT 2023","490","chromium","","API Tests","","","fetch valid movie ",""
"skipped","Sun Oct 29 01:42:33 GMT 2023","Sun Oct 29 01:42:33 GMT 2023","6","firefox","","Basic validations","","","navigate to login page",""
"failed","Sun Oct 29 01:42:41 GMT 2023","Sun Oct 29 01:42:42 GMT 2023","198","webkit","","API Tests - forced to fail","","","status does not match",""
"passed","Sun Oct 29 01:41:56 GMT 2023","Sun Oct 29 01:41:56 GMT 2023","247","firefox","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Sun Oct 29 01:41:48 GMT 2023","Sun Oct 29 01:41:54 GMT 2023","6344","chromium","","Visual Test","","","element screenshot",""
"failed","Sun Oct 29 01:41:56 GMT 2023","Sun Oct 29 01:42:12 GMT 2023","15477","firefox","","UI E2E Tests - forced to fail","","","text does not match",""
"failed","Sun Oct 29 01:41:38 GMT 2023","Sun Oct 29 01:41:38 GMT 2023","538","chromium","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"failed","Sun Oct 29 01:41:37 GMT 2023","Sun Oct 29 01:41:46 GMT 2023","9213","chromium","","UI E2E Tests - forced to fail","","","text does not match",""
"failed","Sun Oct 29 01:42:46 GMT 2023","Sun Oct 29 01:42:46 GMT 2023","549","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Sun Oct 29 01:42:43 GMT 2023","Sun Oct 29 01:42:44 GMT 2023","315","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Sun Oct 29 01:41:37 GMT 2023","Sun Oct 29 01:41:37 GMT 2023","110","chromium","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Sun Oct 29 01:41:58 GMT 2023","Sun Oct 29 01:41:58 GMT 2023","409","firefox","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Sun Oct 29 01:42:48 GMT 2023","Sun Oct 29 01:42:54 GMT 2023","5519","webkit","","Github Environment Tests","","","Github Secrets",""
"failed","Sun Oct 29 01:42:46 GMT 2023","Sun Oct 29 01:42:56 GMT 2023","9460","webkit","","UI E2E Tests - forced to fail","","","element image does not match",""
"skipped","Sun Oct 29 01:41:54 GMT 2023","Sun Oct 29 01:41:54 GMT 2023","6","chromium","","Basic validations","","","has title",""
"passed","Sun Oct 29 01:41:56 GMT 2023","Sun Oct 29 01:41:56 GMT 2023","268","firefox","","API Tests","","","fetch valid movie ",""
"passed","Sun Oct 29 01:42:57 GMT 2023","Sun Oct 29 01:43:11 GMT 2023","13550","webkit","","Visual Test","","","page screenshot",""
"failed","Sun Oct 29 01:42:44 GMT 2023","Sun Oct 29 01:42:44 GMT 2023","331","webkit","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Sun Oct 29 01:41:46 GMT 2023","Sun Oct 29 01:41:49 GMT 2023","3086","chromium","","Key Presses","","","special key press",""
"passed","Sun Oct 29 01:42:07 GMT 2023","Sun Oct 29 01:42:19 GMT 2023","12323","firefox","","Github Environment Tests","","","Github Secrets",""
"failed","Sun Oct 29 01:41:58 GMT 2023","Sun Oct 29 01:42:18 GMT 2023","19584","firefox","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Sun Oct 29 01:41:36 GMT 2023","Sun Oct 29 01:41:37 GMT 2023","361","chromium","","API Tests - forced to fail","","","status does not match",""
"failed","Sun Oct 29 01:41:56 GMT 2023","Sun Oct 29 01:41:56 GMT 2023","151","firefox","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Sun Oct 29 01:41:48 GMT 2023","Sun Oct 29 01:42:04 GMT 2023","15981","chromium","","Visual Test","","","page screenshot",""
"passed","Sun Oct 29 01:43:04 GMT 2023","Sun Oct 29 01:43:08 GMT 2023","4018","webkit","","Login","","","login - valid credentials",""
"failed","Sun Oct 29 01:42:00 GMT 2023","Sun Oct 29 01:42:20 GMT 2023","20090","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Sun Oct 29 01:42:58 GMT 2023","Sun Oct 29 01:43:04 GMT 2023","5772","webkit","","Key Presses","","","special key press",""
"passed","Sun Oct 29 01:41:44 GMT 2023","Sun Oct 29 01:41:46 GMT 2023","2366","chromium","","Github Environment Tests","","","Github Variables",""
"failed","Sun Oct 29 01:41:37 GMT 2023","Sun Oct 29 01:41:46 GMT 2023","8933","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"skipped","Sun Oct 29 01:41:54 GMT 2023","Sun Oct 29 01:41:54 GMT 2023","0","chromium","","Basic validations","","","navigate to login page",""
"passed","Sun Oct 29 01:42:23 GMT 2023","Sun Oct 29 01:42:41 GMT 2023","17728","firefox","","Key Presses","","","special key press",""
"failed","Sun Oct 29 01:41:38 GMT 2023","Sun Oct 29 01:41:46 GMT 2023","8029","chromium","","UI E2E Tests - forced to fail","","","page image does not match",""
"skipped","Sun Oct 29 01:42:33 GMT 2023","Sun Oct 29 01:42:33 GMT 2023","7","firefox","","Basic validations","","","has title",""
