"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 08 01:26:19 GMT 2024","Wed May 08 01:26:23 GMT 2024","3649","webkit","","Login","","","login - valid credentials",""
"passed","Wed May 08 01:25:50 GMT 2024","Wed May 08 01:25:53 GMT 2024","3456","chromium","","Visual Test","","","element screenshot",""
"passed","Wed May 08 01:25:49 GMT 2024","Wed May 08 01:25:52 GMT 2024","3443","chromium","","Github Environment Tests","","","Github Variables",""
"failed","Wed May 08 01:25:57 GMT 2024","Wed May 08 01:26:12 GMT 2024","15195","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Wed May 08 01:26:16 GMT 2024","Wed May 08 01:26:23 GMT 2024","7195","webkit","","UI E2E Tests - forced to fail","","","element image does not match",""
"passed","Wed May 08 01:26:02 GMT 2024","Wed May 08 01:26:13 GMT 2024","10968","firefox","","Key Presses","","","special key press",""
"skipped","Wed May 08 01:26:21 GMT 2024","Wed May 08 01:26:21 GMT 2024","0","webkit","","Basic validations","","","has title",""
"failed","Wed May 08 01:25:48 GMT 2024","Wed May 08 01:25:49 GMT 2024","457","chromium","","API Tests - forced to fail","","","status does not match",""
"failed","Wed May 08 01:25:56 GMT 2024","Wed May 08 01:25:57 GMT 2024","366","firefox","","API Tests - forced to fail","","","status does not match",""
"failed","Wed May 08 01:26:15 GMT 2024","Wed May 08 01:26:23 GMT 2024","7547","webkit","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Wed May 08 01:25:48 GMT 2024","Wed May 08 01:25:48 GMT 2024","450","chromium","","API Tests","","","fetch valid movie ",""
"skipped","Wed May 08 01:25:53 GMT 2024","Wed May 08 01:25:53 GMT 2024","2","chromium","","Basic validations","","","has title",""
"passed","Wed May 08 01:25:52 GMT 2024","Wed May 08 01:25:54 GMT 2024","1910","chromium","","Key Presses","","","common key press",""
