"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 13 06:42:32 GMT 2023","Mon Feb 13 06:42:39 GMT 2023","7413","chromium","","Tests that are expected to fail","","","element image does not match",""
"failed","Mon Feb 13 06:42:42 GMT 2023","Mon Feb 13 06:42:59 GMT 2023","17176","firefox","","Tests that are expected to fail","","","element image does not match",""
"passed","Mon Feb 13 06:42:32 GMT 2023","Mon Feb 13 06:42:36 GMT 2023","4288","chromium","","Visual Test","","","element screenshot",""
"skipped","Mon Feb 13 06:42:41 GMT 2023","Mon Feb 13 06:42:41 GMT 2023","3","chromium","","Basic validations","","","has title",""
"passed","Mon Feb 13 06:42:59 GMT 2023","Mon Feb 13 06:43:09 GMT 2023","10012","firefox","","Login","","","login - valid credentials",""
"failed","Mon Feb 13 06:43:02 GMT 2023","Mon Feb 13 06:43:11 GMT 2023","9053","webkit","","Tests that are expected to fail","","","page image does not match",""
"passed","Mon Feb 13 06:43:12 GMT 2023","Mon Feb 13 06:43:17 GMT 2023","4794","webkit","","Key Presses","","","special key press",""
"skipped","Mon Feb 13 06:42:40 GMT 2023","Mon Feb 13 06:42:40 GMT 2023","2","chromium","","Basic validations","","","navigate to login page",""
"failed","Mon Feb 13 06:42:32 GMT 2023","Mon Feb 13 06:42:40 GMT 2023","8745","chromium","","Tests that are expected to fail","","","text does not match",""
"passed","Mon Feb 13 06:42:42 GMT 2023","Mon Feb 13 06:42:52 GMT 2023","9917","firefox","","Visual Test","","","element screenshot",""
"passed","Mon Feb 13 06:43:11 GMT 2023","Mon Feb 13 06:43:16 GMT 2023","4758","webkit","","Visual Test","","","element screenshot",""
"passed","Mon Feb 13 06:43:13 GMT 2023","Mon Feb 13 06:43:17 GMT 2023","4746","webkit","","Key Presses","","","common key press",""
"passed","Mon Feb 13 06:43:15 GMT 2023","Mon Feb 13 06:43:18 GMT 2023","3504","webkit","","Login","","","login - valid credentials",""
"skipped","Mon Feb 13 06:43:16 GMT 2023","Mon Feb 13 06:43:16 GMT 2023","18","webkit","","Basic validations","","","has title",""
"passed","Mon Feb 13 06:42:56 GMT 2023","Mon Feb 13 06:42:59 GMT 2023","2957","firefox","","Key Presses","","","common key press",""
"failed","Mon Feb 13 06:42:42 GMT 2023","Mon Feb 13 06:42:58 GMT 2023","15932","firefox","","Tests that are expected to fail","","","text does not match",""
"passed","Mon Feb 13 06:42:36 GMT 2023","Mon Feb 13 06:42:37 GMT 2023","1448","chromium","","Key Presses","","","special key press",""
"passed","Mon Feb 13 06:42:39 GMT 2023","Mon Feb 13 06:42:41 GMT 2023","1726","chromium","","Login","","","login - valid credentials",""
"passed","Mon Feb 13 06:42:37 GMT 2023","Mon Feb 13 06:42:39 GMT 2023","1478","chromium","","Key Presses","","","common key press",""
"failed","Mon Feb 13 06:42:42 GMT 2023","Mon Feb 13 06:42:59 GMT 2023","16268","firefox","","Tests that are expected to fail","","","page image does not match",""
"skipped","Mon Feb 13 06:43:16 GMT 2023","Mon Feb 13 06:43:16 GMT 2023","1","webkit","","Basic validations","","","navigate to login page",""
"failed","Mon Feb 13 06:43:02 GMT 2023","Mon Feb 13 06:43:11 GMT 2023","9462","webkit","","Tests that are expected to fail","","","element image does not match",""
"skipped","Mon Feb 13 06:43:00 GMT 2023","Mon Feb 13 06:43:00 GMT 2023","0","firefox","","Basic validations","","","navigate to login page",""
"failed","Mon Feb 13 06:42:32 GMT 2023","Mon Feb 13 06:42:39 GMT 2023","7456","chromium","","Tests that are expected to fail","","","page image does not match",""
"skipped","Mon Feb 13 06:43:00 GMT 2023","Mon Feb 13 06:43:00 GMT 2023","4","firefox","","Basic validations","","","has title",""
"passed","Mon Feb 13 06:42:52 GMT 2023","Mon Feb 13 06:42:56 GMT 2023","4468","firefox","","Key Presses","","","special key press",""
"failed","Mon Feb 13 06:43:02 GMT 2023","Mon Feb 13 06:43:13 GMT 2023","11233","webkit","","Tests that are expected to fail","","","text does not match",""
