"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","253","status does not match","webkit","Wed Sep 10 02:10:50 UTC 2025","failed","Wed Sep 10 02:10:50 UTC 2025","API Tests - forced to fail","","",""
"","0","has title","chromium","Wed Sep 10 02:10:30 UTC 2025","skipped","Wed Sep 10 02:10:30 UTC 2025","Basic validations","","",""
"","10326","text does not match","webkit","Wed Sep 10 02:10:51 UTC 2025","failed","Wed Sep 10 02:11:02 UTC 2025","UI E2E Tests - forced to fail","","",""
"","4552","common key press","webkit","Wed Sep 10 02:10:59 UTC 2025","passed","Wed Sep 10 02:11:03 UTC 2025","Key Presses","","",""
"","344","invalid movie id - json & toEqual","webkit","Wed Sep 10 02:10:53 UTC 2025","passed","Wed Sep 10 02:10:53 UTC 2025","API Tests","","",""
"","402","invalid movie id - array & toContainEqual","webkit","Wed Sep 10 02:10:51 UTC 2025","passed","Wed Sep 10 02:10:51 UTC 2025","API Tests","","",""
"","17997","page image does not match","firefox","Wed Sep 10 02:10:35 UTC 2025","failed","Wed Sep 10 02:10:53 UTC 2025","UI E2E Tests - forced to fail","","",""
"","14888","page screenshot","chromium","Wed Sep 10 02:10:23 UTC 2025","passed","Wed Sep 10 02:10:38 UTC 2025","Visual Test","","",""
"","325","invalid movie id - array & toContainEqual","chromium","Wed Sep 10 02:10:22 UTC 2025","passed","Wed Sep 10 02:10:23 UTC 2025","API Tests","","",""
"","10329","text does not match","chromium","Wed Sep 10 02:10:22 UTC 2025","failed","Wed Sep 10 02:10:33 UTC 2025","UI E2E Tests - forced to fail","","",""
"","380","fetch valid movie ","chromium","Wed Sep 10 02:10:22 UTC 2025","passed","Wed Sep 10 02:10:22 UTC 2025","API Tests","","",""
"","386","invalid movie id - json & toEqual","firefox","Wed Sep 10 02:10:34 UTC 2025","passed","Wed Sep 10 02:10:34 UTC 2025","API Tests","","",""
"","3850","login - valid credentials","chromium","Wed Sep 10 02:10:30 UTC 2025","passed","Wed Sep 10 02:10:34 UTC 2025","Login","","",""
"","0","has title","webkit","Wed Sep 10 02:11:01 UTC 2025","skipped","Wed Sep 10 02:11:01 UTC 2025","Basic validations","","",""
"","8615","Github Secrets","firefox","Wed Sep 10 02:10:35 UTC 2025","passed","Wed Sep 10 02:10:44 UTC 2025","Github Environment Tests","","",""
"","16716","text does not match","firefox","Wed Sep 10 02:10:33 UTC 2025","failed","Wed Sep 10 02:10:50 UTC 2025","UI E2E Tests - forced to fail","","",""
"","11869","element image does not match","chromium","Wed Sep 10 02:10:22 UTC 2025","failed","Wed Sep 10 02:10:34 UTC 2025","UI E2E Tests - forced to fail","","",""
"","12173","special key press","firefox","Wed Sep 10 02:10:41 UTC 2025","passed","Wed Sep 10 02:10:53 UTC 2025","Key Presses","","",""
"","7871","element screenshot","chromium","Wed Sep 10 02:10:23 UTC 2025","passed","Wed Sep 10 02:10:30 UTC 2025","Visual Test","","",""
"","9584","element screenshot","firefox","Wed Sep 10 02:10:34 UTC 2025","passed","Wed Sep 10 02:10:44 UTC 2025","Visual Test","","",""
"","11065","page screenshot","webkit","Wed Sep 10 02:10:55 UTC 2025","passed","Wed Sep 10 02:11:06 UTC 2025","Visual Test","","",""
"","4892","Github Secrets","webkit","Wed Sep 10 02:10:54 UTC 2025","passed","Wed Sep 10 02:10:59 UTC 2025","Github Environment Tests","","",""
"","8179","element image does not match","webkit","Wed Sep 10 02:10:55 UTC 2025","failed","Wed Sep 10 02:11:04 UTC 2025","UI E2E Tests - forced to fail","","",""
"","280","key does not exist - json & toEqual","webkit","Wed Sep 10 02:10:53 UTC 2025","failed","Wed Sep 10 02:10:54 UTC 2025","API Tests - forced to fail","","",""
