"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Mar 06 01:36:02 GMT 2024","Wed Mar 06 01:36:10 GMT 2024","7987","webkit","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Wed Mar 06 01:36:02 GMT 2024","Wed Mar 06 01:36:03 GMT 2024","331","webkit","","API Tests - forced to fail","","","status does not match",""
"failed","Wed Mar 06 01:36:03 GMT 2024","Wed Mar 06 01:36:03 GMT 2024","503","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Wed Mar 06 01:35:45 GMT 2024","Wed Mar 06 01:36:00 GMT 2024","15218","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Wed Mar 06 01:35:37 GMT 2024","Wed Mar 06 01:35:38 GMT 2024","501","chromium","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Wed Mar 06 01:36:06 GMT 2024","Wed Mar 06 01:36:11 GMT 2024","4972","webkit","","Key Presses","","","special key press",""
"passed","Wed Mar 06 01:35:41 GMT 2024","Wed Mar 06 01:35:43 GMT 2024","2352","chromium","","Key Presses","","","common key press",""
"failed","Wed Mar 06 01:35:37 GMT 2024","Wed Mar 06 01:35:38 GMT 2024","470","chromium","","API Tests - forced to fail","","","status does not match",""
"failed","Wed Mar 06 01:35:44 GMT 2024","Wed Mar 06 01:35:44 GMT 2024","129","firefox","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Wed Mar 06 01:35:53 GMT 2024","Wed Mar 06 01:36:04 GMT 2024","11182","firefox","","Key Presses","","","special key press",""
"passed","Wed Mar 06 01:35:55 GMT 2024","Wed Mar 06 01:36:00 GMT 2024","4912","firefox","","Key Presses","","","common key press",""
"failed","Wed Mar 06 01:36:04 GMT 2024","Wed Mar 06 01:36:04 GMT 2024","233","webkit","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Mar 06 01:35:39 GMT 2024","Wed Mar 06 01:35:50 GMT 2024","10966","chromium","","Visual Test","","","page screenshot",""
"passed","Wed Mar 06 01:35:39 GMT 2024","Wed Mar 06 01:35:43 GMT 2024","3917","chromium","","Visual Test","","","element screenshot",""
"failed","Wed Mar 06 01:35:37 GMT 2024","Wed Mar 06 01:35:44 GMT 2024","7176","chromium","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Wed Mar 06 01:35:37 GMT 2024","Wed Mar 06 01:35:38 GMT 2024","317","chromium","","API Tests","","","fetch valid movie ",""
"failed","Wed Mar 06 01:36:01 GMT 2024","Wed Mar 06 01:36:11 GMT 2024","10316","webkit","","UI E2E Tests - forced to fail","","","text does not match",""
"skipped","Wed Mar 06 01:35:42 GMT 2024","Wed Mar 06 01:35:42 GMT 2024","0","chromium","","Basic validations","","","has title",""
"passed","Wed Mar 06 01:35:44 GMT 2024","Wed Mar 06 01:35:44 GMT 2024","261","firefox","","API Tests","","","fetch valid movie ",""
"failed","Wed Mar 06 01:35:46 GMT 2024","Wed Mar 06 01:36:01 GMT 2024","14895","firefox","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Wed Mar 06 01:35:46 GMT 2024","Wed Mar 06 01:35:58 GMT 2024","12230","firefox","","UI E2E Tests - forced to fail","","","text does not match",""
