"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","330","invalid movie id - array & toContainEqual","webkit","Sun Apr 26 04:07:02 UTC 2026","passed","Sun Apr 26 04:07:02 UTC 2026","API Tests","","",""
"","427","invalid movie id - array & toContainEqual","firefox","Sun Apr 26 04:06:44 UTC 2026","passed","Sun Apr 26 04:06:44 UTC 2026","API Tests","","",""
"","366","fetch valid movie ","chromium","Sun Apr 26 04:06:36 UTC 2026","passed","Sun Apr 26 04:06:37 UTC 2026","API Tests","","",""
"","447","non matching key value pair - array & toContainEqual","webkit","Sun Apr 26 04:07:03 UTC 2026","failed","Sun Apr 26 04:07:04 UTC 2026","API Tests - forced to fail","","",""
"","8798","page image does not match","chromium","Sun Apr 26 04:06:37 UTC 2026","failed","Sun Apr 26 04:06:46 UTC 2026","UI E2E Tests - forced to fail","","",""
"","15094","text does not match","firefox","Sun Apr 26 04:06:45 UTC 2026","failed","Sun Apr 26 04:07:00 UTC 2026","UI E2E Tests - forced to fail","","",""
"","353","invalid movie id - json & toEqual","webkit","Sun Apr 26 04:07:03 UTC 2026","passed","Sun Apr 26 04:07:04 UTC 2026","API Tests","","",""
"","15829","page screenshot","firefox","Sun Apr 26 04:06:47 UTC 2026","passed","Sun Apr 26 04:07:03 UTC 2026","Visual Test","","",""
"","7600","Github Secrets","firefox","Sun Apr 26 04:06:45 UTC 2026","passed","Sun Apr 26 04:06:53 UTC 2026","Github Environment Tests","","",""
"","1","navigate to login page","firefox","Sun Apr 26 04:06:58 UTC 2026","skipped","Sun Apr 26 04:06:58 UTC 2026","Basic validations","","",""
"","504","status does not match","webkit","Sun Apr 26 04:07:02 UTC 2026","failed","Sun Apr 26 04:07:02 UTC 2026","API Tests - forced to fail","","",""
"","4707","Github Secrets","webkit","Sun Apr 26 04:07:05 UTC 2026","passed","Sun Apr 26 04:07:10 UTC 2026","Github Environment Tests","","",""
"","0","has title","firefox","Sun Apr 26 04:06:58 UTC 2026","skipped","Sun Apr 26 04:06:58 UTC 2026","Basic validations","","",""
"","10715","page screenshot","webkit","Sun Apr 26 04:07:04 UTC 2026","passed","Sun Apr 26 04:07:15 UTC 2026","Visual Test","","",""
"","285","invalid movie id - json & toEqual","chromium","Sun Apr 26 04:06:36 UTC 2026","passed","Sun Apr 26 04:06:37 UTC 2026","API Tests","","",""
"","4810","Github Variables","webkit","Sun Apr 26 04:07:06 UTC 2026","passed","Sun Apr 26 04:07:11 UTC 2026","Github Environment Tests","","",""
"","17874","element image does not match","firefox","Sun Apr 26 04:06:45 UTC 2026","failed","Sun Apr 26 04:07:03 UTC 2026","UI E2E Tests - forced to fail","","",""
"","243","fetch valid movie ","firefox","Sun Apr 26 04:06:44 UTC 2026","passed","Sun Apr 26 04:06:44 UTC 2026","API Tests","","",""
"","1","has title","webkit","Sun Apr 26 04:07:11 UTC 2026","skipped","Sun Apr 26 04:07:11 UTC 2026","Basic validations","","",""
"","4899","special key press","chromium","Sun Apr 26 04:06:38 UTC 2026","passed","Sun Apr 26 04:06:43 UTC 2026","Key Presses","","",""
"","8519","text does not match","chromium","Sun Apr 26 04:06:36 UTC 2026","failed","Sun Apr 26 04:06:45 UTC 2026","UI E2E Tests - forced to fail","","",""
"","441","non matching key value pair - array & toContainEqual","chromium","Sun Apr 26 04:06:36 UTC 2026","failed","Sun Apr 26 04:06:37 UTC 2026","API Tests - forced to fail","","",""
"","401","key does not exist - json & toEqual","firefox","Sun Apr 26 04:06:46 UTC 2026","failed","Sun Apr 26 04:06:46 UTC 2026","API Tests - forced to fail","","",""
"","6866","special key press","webkit","Sun Apr 26 04:07:04 UTC 2026","passed","Sun Apr 26 04:07:11 UTC 2026","Key Presses","","",""
