"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15976","page screenshot","firefox","Sun Dec 15 02:24:29 GMT 2024","passed","Sun Dec 15 02:24:45 GMT 2024","Visual Test","","",""
"","5430","common key press","firefox","Sun Dec 15 02:24:38 GMT 2024","passed","Sun Dec 15 02:24:43 GMT 2024","Key Presses","","",""
"","3873","common key press","webkit","Sun Dec 15 02:24:54 GMT 2024","passed","Sun Dec 15 02:24:58 GMT 2024","Key Presses","","",""
"","232","invalid movie id - json & toEqual","chromium","Sun Dec 15 02:24:18 GMT 2024","passed","Sun Dec 15 02:24:18 GMT 2024","API Tests","","",""
"","9105","text does not match","chromium","Sun Dec 15 02:24:18 GMT 2024","failed","Sun Dec 15 02:24:27 GMT 2024","UI E2E Tests - forced to fail","","",""
"","480","key does not exist - json & toEqual","firefox","Sun Dec 15 02:24:28 GMT 2024","failed","Sun Dec 15 02:24:28 GMT 2024","API Tests - forced to fail","","",""
"","339","status does not match","chromium","Sun Dec 15 02:24:18 GMT 2024","failed","Sun Dec 15 02:24:18 GMT 2024","API Tests - forced to fail","","",""
"","4123","login - valid credentials","webkit","Sun Dec 15 02:24:54 GMT 2024","passed","Sun Dec 15 02:24:59 GMT 2024","Login","","",""
"","5462","Github Secrets","webkit","Sun Dec 15 02:24:48 GMT 2024","passed","Sun Dec 15 02:24:54 GMT 2024","Github Environment Tests","","",""
"","266","invalid movie id - json & toEqual","webkit","Sun Dec 15 02:24:48 GMT 2024","passed","Sun Dec 15 02:24:48 GMT 2024","API Tests","","",""
"","3016","common key press","chromium","Sun Dec 15 02:24:24 GMT 2024","passed","Sun Dec 15 02:24:27 GMT 2024","Key Presses","","",""
"","322","invalid movie id - json & toEqual","firefox","Sun Dec 15 02:24:26 GMT 2024","passed","Sun Dec 15 02:24:27 GMT 2024","API Tests","","",""
"","6286","element screenshot","chromium","Sun Dec 15 02:24:18 GMT 2024","passed","Sun Dec 15 02:24:25 GMT 2024","Visual Test","","",""
"","415","key does not exist - json & toEqual","chromium","Sun Dec 15 02:24:18 GMT 2024","failed","Sun Dec 15 02:24:19 GMT 2024","API Tests - forced to fail","","",""
"","365","fetch valid movie ","chromium","Sun Dec 15 02:24:18 GMT 2024","passed","Sun Dec 15 02:24:18 GMT 2024","API Tests","","",""
"","5994","element screenshot","webkit","Sun Dec 15 02:24:48 GMT 2024","passed","Sun Dec 15 02:24:54 GMT 2024","Visual Test","","",""
"","0","navigate to login page","firefox","Sun Dec 15 02:24:41 GMT 2024","skipped","Sun Dec 15 02:24:41 GMT 2024","Basic validations","","",""
"","178","status does not match","firefox","Sun Dec 15 02:24:27 GMT 2024","failed","Sun Dec 15 02:24:27 GMT 2024","API Tests - forced to fail","","",""
"","18667","element image does not match","firefox","Sun Dec 15 02:24:28 GMT 2024","failed","Sun Dec 15 02:24:47 GMT 2024","UI E2E Tests - forced to fail","","",""
"","5599","login - valid credentials","firefox","Sun Dec 15 02:24:38 GMT 2024","passed","Sun Dec 15 02:24:44 GMT 2024","Login","","",""
"","14333","page screenshot","chromium","Sun Dec 15 02:24:19 GMT 2024","passed","Sun Dec 15 02:24:34 GMT 2024","Visual Test","","",""
"","5964","special key press","webkit","Sun Dec 15 02:24:50 GMT 2024","passed","Sun Dec 15 02:24:55 GMT 2024","Key Presses","","",""
"","0","has title","chromium","Sun Dec 15 02:24:25 GMT 2024","skipped","Sun Dec 15 02:24:25 GMT 2024","Basic validations","","",""
"","10040","page image does not match","webkit","Sun Dec 15 02:24:47 GMT 2024","failed","Sun Dec 15 02:24:57 GMT 2024","UI E2E Tests - forced to fail","","",""
"","0","has title","firefox","Sun Dec 15 02:24:41 GMT 2024","skipped","Sun Dec 15 02:24:41 GMT 2024","Basic validations","","",""
"","0","navigate to login page","chromium","Sun Dec 15 02:24:25 GMT 2024","skipped","Sun Dec 15 02:24:25 GMT 2024","Basic validations","","",""
"","11651","page screenshot","webkit","Sun Dec 15 02:24:48 GMT 2024","passed","Sun Dec 15 02:25:00 GMT 2024","Visual Test","","",""
"","10272","text does not match","webkit","Sun Dec 15 02:24:46 GMT 2024","failed","Sun Dec 15 02:24:56 GMT 2024","UI E2E Tests - forced to fail","","",""
"","5221","Github Secrets","chromium","Sun Dec 15 02:24:19 GMT 2024","passed","Sun Dec 15 02:24:24 GMT 2024","Github Environment Tests","","",""
"","473","fetch valid movie ","firefox","Sun Dec 15 02:24:26 GMT 2024","passed","Sun Dec 15 02:24:26 GMT 2024","API Tests","","",""
"","484","status does not match","webkit","Sun Dec 15 02:24:46 GMT 2024","failed","Sun Dec 15 02:24:46 GMT 2024","API Tests - forced to fail","","",""
"","363","fetch valid movie ","webkit","Sun Dec 15 02:24:46 GMT 2024","passed","Sun Dec 15 02:24:46 GMT 2024","API Tests","","",""
"","11214","special key press","firefox","Sun Dec 15 02:24:36 GMT 2024","passed","Sun Dec 15 02:24:47 GMT 2024","Key Presses","","",""
"","5029","Github Variables","webkit","Sun Dec 15 02:24:50 GMT 2024","passed","Sun Dec 15 02:24:55 GMT 2024","Github Environment Tests","","",""
"","11990","element screenshot","firefox","Sun Dec 15 02:24:29 GMT 2024","passed","Sun Dec 15 02:24:41 GMT 2024","Visual Test","","",""
"","447","invalid movie id - array & toContainEqual","webkit","Sun Dec 15 02:24:46 GMT 2024","passed","Sun Dec 15 02:24:47 GMT 2024","API Tests","","",""
"","0","has title","webkit","Sun Dec 15 02:24:55 GMT 2024","skipped","Sun Dec 15 02:24:55 GMT 2024","Basic validations","","",""
"","9766","element image does not match","webkit","Sun Dec 15 02:24:47 GMT 2024","failed","Sun Dec 15 02:24:57 GMT 2024","UI E2E Tests - forced to fail","","",""
"","298","non matching key value pair - array & toContainEqual","webkit","Sun Dec 15 02:24:48 GMT 2024","failed","Sun Dec 15 02:24:49 GMT 2024","API Tests - forced to fail","","",""
"","5405","Github Variables","chromium","Sun Dec 15 02:24:18 GMT 2024","passed","Sun Dec 15 02:24:24 GMT 2024","Github Environment Tests","","",""
"","9595","page image does not match","chromium","Sun Dec 15 02:24:18 GMT 2024","failed","Sun Dec 15 02:24:28 GMT 2024","UI E2E Tests - forced to fail","","",""
"","17138","page image does not match","firefox","Sun Dec 15 02:24:29 GMT 2024","failed","Sun Dec 15 02:24:46 GMT 2024","UI E2E Tests - forced to fail","","",""
"","540","non matching key value pair - array & toContainEqual","chromium","Sun Dec 15 02:24:18 GMT 2024","failed","Sun Dec 15 02:24:18 GMT 2024","API Tests - forced to fail","","",""
"","455","invalid movie id - array & toContainEqual","firefox","Sun Dec 15 02:24:26 GMT 2024","passed","Sun Dec 15 02:24:27 GMT 2024","API Tests","","",""
"","1","navigate to login page","webkit","Sun Dec 15 02:24:55 GMT 2024","skipped","Sun Dec 15 02:24:55 GMT 2024","Basic validations","","",""
"","16526","text does not match","firefox","Sun Dec 15 02:24:28 GMT 2024","failed","Sun Dec 15 02:24:45 GMT 2024","UI E2E Tests - forced to fail","","",""
"","2967","login - valid credentials","chromium","Sun Dec 15 02:24:24 GMT 2024","passed","Sun Dec 15 02:24:27 GMT 2024","Login","","",""
"","9581","Github Variables","firefox","Sun Dec 15 02:24:29 GMT 2024","passed","Sun Dec 15 02:24:38 GMT 2024","Github Environment Tests","","",""
"","9319","element image does not match","chromium","Sun Dec 15 02:24:18 GMT 2024","failed","Sun Dec 15 02:24:28 GMT 2024","UI E2E Tests - forced to fail","","",""
"","219","non matching key value pair - array & toContainEqual","firefox","Sun Dec 15 02:24:27 GMT 2024","failed","Sun Dec 15 02:24:27 GMT 2024","API Tests - forced to fail","","",""
"","392","invalid movie id - array & toContainEqual","chromium","Sun Dec 15 02:24:18 GMT 2024","passed","Sun Dec 15 02:24:18 GMT 2024","API Tests","","",""
"","9050","Github Secrets","firefox","Sun Dec 15 02:24:28 GMT 2024","passed","Sun Dec 15 02:24:38 GMT 2024","Github Environment Tests","","",""
"","375","key does not exist - json & toEqual","webkit","Sun Dec 15 02:24:47 GMT 2024","failed","Sun Dec 15 02:24:48 GMT 2024","API Tests - forced to fail","","",""
"","5414","special key press","chromium","Sun Dec 15 02:24:19 GMT 2024","passed","Sun Dec 15 02:24:25 GMT 2024","Key Presses","","",""
