"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 03 01:37:34 GMT 2024","Wed Apr 03 01:37:42 GMT 2024","8022","webkit","","Visual Test","","","page screenshot",""
"skipped","Wed Apr 03 01:37:25 GMT 2024","Wed Apr 03 01:37:25 GMT 2024","1","firefox","","Basic validations","","","navigate to login page",""
"passed","Wed Apr 03 01:37:33 GMT 2024","Wed Apr 03 01:37:38 GMT 2024","4950","webkit","","Github Environment Tests","","","Github Variables",""
"failed","Wed Apr 03 01:37:13 GMT 2024","Wed Apr 03 01:37:13 GMT 2024","212","firefox","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Wed Apr 03 01:37:05 GMT 2024","Wed Apr 03 01:37:08 GMT 2024","2892","chromium","","Github Environment Tests","","","Github Secrets",""
"passed","Wed Apr 03 01:37:07 GMT 2024","Wed Apr 03 01:37:10 GMT 2024","3722","chromium","","Visual Test","","","element screenshot",""
"failed","Wed Apr 03 01:37:29 GMT 2024","Wed Apr 03 01:37:38 GMT 2024","9466","webkit","","UI E2E Tests - forced to fail","","","element image does not match",""
"passed","Wed Apr 03 01:37:20 GMT 2024","Wed Apr 03 01:37:30 GMT 2024","9889","firefox","","Key Presses","","","special key press",""
"passed","Wed Apr 03 01:37:38 GMT 2024","Wed Apr 03 01:37:40 GMT 2024","1819","webkit","","Login","","","login - valid credentials",""
"passed","Wed Apr 03 01:37:05 GMT 2024","Wed Apr 03 01:37:09 GMT 2024","3741","chromium","","Key Presses","","","special key press",""
"skipped","Wed Apr 03 01:37:38 GMT 2024","Wed Apr 03 01:37:38 GMT 2024","0","webkit","","Basic validations","","","has title",""
"passed","Wed Apr 03 01:37:05 GMT 2024","Wed Apr 03 01:37:05 GMT 2024","278","chromium","","API Tests","","","fetch valid movie ",""
"failed","Wed Apr 03 01:37:13 GMT 2024","Wed Apr 03 01:37:24 GMT 2024","11385","firefox","","UI E2E Tests - forced to fail","","","text does not match",""
"failed","Wed Apr 03 01:37:04 GMT 2024","Wed Apr 03 01:37:05 GMT 2024","448","chromium","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"skipped","Wed Apr 03 01:37:10 GMT 2024","Wed Apr 03 01:37:10 GMT 2024","1","chromium","","Basic validations","","","has title",""
"passed","Wed Apr 03 01:37:06 GMT 2024","Wed Apr 03 01:37:18 GMT 2024","11620","chromium","","Visual Test","","","page screenshot",""
"passed","Wed Apr 03 01:37:20 GMT 2024","Wed Apr 03 01:37:25 GMT 2024","5235","firefox","","Key Presses","","","common key press",""
"skipped","Wed Apr 03 01:37:38 GMT 2024","Wed Apr 03 01:37:38 GMT 2024","1","webkit","","Basic validations","","","navigate to login page",""
"failed","Wed Apr 03 01:37:13 GMT 2024","Wed Apr 03 01:37:13 GMT 2024","460","firefox","","API Tests - forced to fail","","","status does not match",""
"passed","Wed Apr 03 01:37:08 GMT 2024","Wed Apr 03 01:37:10 GMT 2024","2147","chromium","","Key Presses","","","common key press",""
"failed","Wed Apr 03 01:37:05 GMT 2024","Wed Apr 03 01:37:11 GMT 2024","6644","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"passed","Wed Apr 03 01:37:12 GMT 2024","Wed Apr 03 01:37:12 GMT 2024","232","firefox","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Apr 03 01:37:30 GMT 2024","Wed Apr 03 01:37:36 GMT 2024","5475","webkit","","Github Environment Tests","","","Github Secrets",""
"failed","Wed Apr 03 01:37:05 GMT 2024","Wed Apr 03 01:37:05 GMT 2024","274","chromium","","API Tests - forced to fail","","","status does not match",""
"failed","Wed Apr 03 01:37:05 GMT 2024","Wed Apr 03 01:37:11 GMT 2024","6322","chromium","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Wed Apr 03 01:37:33 GMT 2024","Wed Apr 03 01:37:38 GMT 2024","5200","webkit","","Key Presses","","","special key press",""
"passed","Wed Apr 03 01:37:36 GMT 2024","Wed Apr 03 01:37:39 GMT 2024","3014","webkit","","Key Presses","","","common key press",""
"failed","Wed Apr 03 01:37:13 GMT 2024","Wed Apr 03 01:37:13 GMT 2024","413","firefox","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"failed","Wed Apr 03 01:37:12 GMT 2024","Wed Apr 03 01:37:27 GMT 2024","14639","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Wed Apr 03 01:37:07 GMT 2024","Wed Apr 03 01:37:10 GMT 2024","3081","chromium","","Github Environment Tests","","","Github Variables",""
"failed","Wed Apr 03 01:37:30 GMT 2024","Wed Apr 03 01:37:39 GMT 2024","8762","webkit","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Wed Apr 03 01:37:28 GMT 2024","Wed Apr 03 01:37:29 GMT 2024","271","webkit","","API Tests - forced to fail","","","status does not match",""
"passed","Wed Apr 03 01:37:12 GMT 2024","Wed Apr 03 01:37:12 GMT 2024","250","firefox","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Wed Apr 03 01:37:32 GMT 2024","Wed Apr 03 01:37:32 GMT 2024","240","webkit","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Apr 03 01:37:23 GMT 2024","Wed Apr 03 01:37:28 GMT 2024","5216","firefox","","Login","","","login - valid credentials",""
"passed","Wed Apr 03 01:37:09 GMT 2024","Wed Apr 03 01:37:11 GMT 2024","2438","chromium","","Login","","","login - valid credentials",""
"failed","Wed Apr 03 01:37:05 GMT 2024","Wed Apr 03 01:37:05 GMT 2024","254","chromium","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Apr 03 01:37:05 GMT 2024","Wed Apr 03 01:37:05 GMT 2024","301","chromium","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Apr 03 01:37:14 GMT 2024","Wed Apr 03 01:37:25 GMT 2024","11097","firefox","","Visual Test","","","element screenshot",""
"failed","Wed Apr 03 01:37:30 GMT 2024","Wed Apr 03 01:37:30 GMT 2024","689","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Wed Apr 03 01:37:14 GMT 2024","Wed Apr 03 01:37:23 GMT 2024","8435","firefox","","Github Environment Tests","","","Github Variables",""
"skipped","Wed Apr 03 01:37:10 GMT 2024","Wed Apr 03 01:37:10 GMT 2024","1","chromium","","Basic validations","","","navigate to login page",""
"passed","Wed Apr 03 01:37:32 GMT 2024","Wed Apr 03 01:37:38 GMT 2024","5904","webkit","","Visual Test","","","element screenshot",""
"passed","Wed Apr 03 01:37:29 GMT 2024","Wed Apr 03 01:37:30 GMT 2024","748","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Wed Apr 03 01:37:12 GMT 2024","Wed Apr 03 01:37:12 GMT 2024","259","firefox","","API Tests","","","fetch valid movie ",""
