"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun May 12 01:46:48 GMT 2024","Sun May 12 01:46:49 GMT 2024","559","chromium","","API Tests - forced to fail","","","status does not match",""
"failed","Sun May 12 01:46:56 GMT 2024","Sun May 12 01:47:12 GMT 2024","15540","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:49 GMT 2024","245","chromium","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Sun May 12 01:46:56 GMT 2024","Sun May 12 01:46:56 GMT 2024","401","firefox","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Sun May 12 01:47:14 GMT 2024","Sun May 12 01:47:14 GMT 2024","331","webkit","","API Tests - forced to fail","","","status does not match",""
"passed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:49 GMT 2024","320","chromium","","API Tests","","","fetch valid movie ",""
"passed","Sun May 12 01:46:59 GMT 2024","Sun May 12 01:47:11 GMT 2024","11975","firefox","","Visual Test","","","element screenshot",""
"passed","Sun May 12 01:46:50 GMT 2024","Sun May 12 01:46:54 GMT 2024","3879","chromium","","Key Presses","","","special key press",""
"skipped","Sun May 12 01:47:09 GMT 2024","Sun May 12 01:47:09 GMT 2024","4","firefox","","Basic validations","","","has title",""
"passed","Sun May 12 01:47:04 GMT 2024","Sun May 12 01:47:16 GMT 2024","11606","firefox","","Key Presses","","","special key press",""
"skipped","Sun May 12 01:46:53 GMT 2024","Sun May 12 01:46:53 GMT 2024","1","chromium","","Basic validations","","","has title",""
"passed","Sun May 12 01:47:15 GMT 2024","Sun May 12 01:47:21 GMT 2024","6018","webkit","","Github Environment Tests","","","Github Secrets",""
"failed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:56 GMT 2024","6947","chromium","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Sun May 12 01:47:18 GMT 2024","Sun May 12 01:47:22 GMT 2024","4693","webkit","","Github Environment Tests","","","Github Variables",""
"passed","Sun May 12 01:47:19 GMT 2024","Sun May 12 01:47:24 GMT 2024","5174","webkit","","Key Presses","","","special key press",""
"passed","Sun May 12 01:46:56 GMT 2024","Sun May 12 01:47:04 GMT 2024","7770","firefox","","Github Environment Tests","","","Github Variables",""
"failed","Sun May 12 01:46:57 GMT 2024","Sun May 12 01:46:58 GMT 2024","379","firefox","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"failed","Sun May 12 01:46:57 GMT 2024","Sun May 12 01:47:09 GMT 2024","12332","firefox","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:52 GMT 2024","3282","chromium","","Github Environment Tests","","","Github Variables",""
"skipped","Sun May 12 01:47:22 GMT 2024","Sun May 12 01:47:22 GMT 2024","1","webkit","","Basic validations","","","navigate to login page",""
"passed","Sun May 12 01:46:52 GMT 2024","Sun May 12 01:46:55 GMT 2024","2153","chromium","","Key Presses","","","common key press",""
"passed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:53 GMT 2024","3978","chromium","","Visual Test","","","element screenshot",""
"failed","Sun May 12 01:46:55 GMT 2024","Sun May 12 01:46:55 GMT 2024","164","firefox","","API Tests - forced to fail","","","status does not match",""
"failed","Sun May 12 01:46:58 GMT 2024","Sun May 12 01:47:13 GMT 2024","15207","firefox","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Sun May 12 01:47:13 GMT 2024","Sun May 12 01:47:14 GMT 2024","361","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Sun May 12 01:47:13 GMT 2024","Sun May 12 01:47:23 GMT 2024","9791","webkit","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:49 GMT 2024","225","chromium","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"failed","Sun May 12 01:47:12 GMT 2024","Sun May 12 01:47:12 GMT 2024","148","webkit","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"skipped","Sun May 12 01:47:22 GMT 2024","Sun May 12 01:47:22 GMT 2024","1","webkit","","Basic validations","","","has title",""
"passed","Sun May 12 01:47:16 GMT 2024","Sun May 12 01:47:22 GMT 2024","5618","webkit","","Visual Test","","","element screenshot",""
"passed","Sun May 12 01:47:04 GMT 2024","Sun May 12 01:47:09 GMT 2024","4554","firefox","","Key Presses","","","common key press",""
"passed","Sun May 12 01:46:56 GMT 2024","Sun May 12 01:46:56 GMT 2024","334","firefox","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Sun May 12 01:47:13 GMT 2024","Sun May 12 01:47:13 GMT 2024","290","webkit","","API Tests","","","fetch valid movie ",""
"passed","Sun May 12 01:46:50 GMT 2024","Sun May 12 01:46:53 GMT 2024","3088","chromium","","Github Environment Tests","","","Github Secrets",""
"failed","Sun May 12 01:46:57 GMT 2024","Sun May 12 01:46:57 GMT 2024","220","firefox","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Sun May 12 01:46:58 GMT 2024","Sun May 12 01:47:05 GMT 2024","7589","firefox","","Github Environment Tests","","","Github Secrets",""
"passed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:49 GMT 2024","279","chromium","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Sun May 12 01:47:15 GMT 2024","Sun May 12 01:47:26 GMT 2024","10819","webkit","","Visual Test","","","page screenshot",""
"passed","Sun May 12 01:47:21 GMT 2024","Sun May 12 01:47:24 GMT 2024","2981","webkit","","Key Presses","","","common key press",""
"failed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:56 GMT 2024","7159","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"passed","Sun May 12 01:47:14 GMT 2024","Sun May 12 01:47:15 GMT 2024","1019","webkit","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Sun May 12 01:46:50 GMT 2024","Sun May 12 01:47:02 GMT 2024","11716","chromium","","Visual Test","","","page screenshot",""
"failed","Sun May 12 01:47:15 GMT 2024","Sun May 12 01:47:24 GMT 2024","9151","webkit","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Sun May 12 01:47:14 GMT 2024","Sun May 12 01:47:24 GMT 2024","9730","webkit","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Sun May 12 01:46:59 GMT 2024","Sun May 12 01:47:14 GMT 2024","15377","firefox","","Visual Test","","","page screenshot",""
"passed","Sun May 12 01:47:22 GMT 2024","Sun May 12 01:47:25 GMT 2024","3182","webkit","","Login","","","login - valid credentials",""
"passed","Sun May 12 01:47:05 GMT 2024","Sun May 12 01:47:11 GMT 2024","5486","firefox","","Login","","","login - valid credentials",""
"passed","Sun May 12 01:46:53 GMT 2024","Sun May 12 01:46:56 GMT 2024","2723","chromium","","Login","","","login - valid credentials",""
"passed","Sun May 12 01:47:11 GMT 2024","Sun May 12 01:47:12 GMT 2024","555","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"skipped","Sun May 12 01:46:53 GMT 2024","Sun May 12 01:46:53 GMT 2024","1","chromium","","Basic validations","","","navigate to login page",""
"passed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:49 GMT 2024","501","chromium","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Sun May 12 01:46:49 GMT 2024","Sun May 12 01:46:56 GMT 2024","6722","chromium","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Sun May 12 01:46:55 GMT 2024","Sun May 12 01:46:55 GMT 2024","423","firefox","","API Tests","","","fetch valid movie ",""
"skipped","Sun May 12 01:47:09 GMT 2024","Sun May 12 01:47:09 GMT 2024","1","firefox","","Basic validations","","","navigate to login page",""
