"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 22 01:43:18 GMT 2024","Wed May 22 01:43:18 GMT 2024","275","chromium","","API Tests - forced to fail","","","status does not match",""
"passed","Wed May 22 01:43:27 GMT 2024","Wed May 22 01:43:35 GMT 2024","7737","firefox","","Github Environment Tests","","","Github Variables",""
"skipped","Wed May 22 01:43:23 GMT 2024","Wed May 22 01:43:23 GMT 2024","1","chromium","","Basic validations","","","has title",""
"passed","Wed May 22 01:43:27 GMT 2024","Wed May 22 01:43:36 GMT 2024","8870","firefox","","Github Environment Tests","","","Github Secrets",""
"passed","Wed May 22 01:43:42 GMT 2024","Wed May 22 01:43:42 GMT 2024","465","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Wed May 22 01:43:18 GMT 2024","Wed May 22 01:43:18 GMT 2024","284","chromium","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Wed May 22 01:43:46 GMT 2024","Wed May 22 01:43:54 GMT 2024","7367","webkit","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Wed May 22 01:43:50 GMT 2024","Wed May 22 01:43:53 GMT 2024","3206","webkit","","Key Presses","","","common key press",""
"passed","Wed May 22 01:43:28 GMT 2024","Wed May 22 01:43:43 GMT 2024","15130","firefox","","Visual Test","","","page screenshot",""
"skipped","Wed May 22 01:43:51 GMT 2024","Wed May 22 01:43:51 GMT 2024","2","webkit","","Basic validations","","","has title",""
"failed","Wed May 22 01:43:42 GMT 2024","Wed May 22 01:43:43 GMT 2024","340","webkit","","API Tests - forced to fail","","","status does not match",""
"passed","Wed May 22 01:43:35 GMT 2024","Wed May 22 01:43:40 GMT 2024","4868","firefox","","Key Presses","","","common key press",""
"failed","Wed May 22 01:43:44 GMT 2024","Wed May 22 01:43:44 GMT 2024","310","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Wed May 22 01:43:18 GMT 2024","Wed May 22 01:43:25 GMT 2024","7167","chromium","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Wed May 22 01:43:43 GMT 2024","Wed May 22 01:43:44 GMT 2024","379","webkit","","API Tests","","","invalid movie id - json & toEqual",""
"failed","Wed May 22 01:43:25 GMT 2024","Wed May 22 01:43:25 GMT 2024","167","firefox","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"failed","Wed May 22 01:43:25 GMT 2024","Wed May 22 01:43:37 GMT 2024","12022","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Wed May 22 01:43:18 GMT 2024","Wed May 22 01:43:25 GMT 2024","7216","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"passed","Wed May 22 01:43:21 GMT 2024","Wed May 22 01:43:23 GMT 2024","2021","chromium","","Key Presses","","","common key press",""
"failed","Wed May 22 01:43:26 GMT 2024","Wed May 22 01:43:26 GMT 2024","280","firefox","","API Tests - forced to fail","","","status does not match",""
"passed","Wed May 22 01:43:25 GMT 2024","Wed May 22 01:43:25 GMT 2024","351","firefox","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Wed May 22 01:43:44 GMT 2024","Wed May 22 01:43:50 GMT 2024","5992","webkit","","Github Environment Tests","","","Github Variables",""
