"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13675","page image does not match","chromium","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","232","invalid movie id - array & toContainEqual","chromium","2026-08-05","passed","2026-08-05","API Tests","","",""
"","6761","common key press","firefox","2026-08-05","passed","2026-08-05","Key Presses","","",""
"","8596","Github Variables","chromium","2026-08-05","passed","2026-08-05","Github Environment Tests","","",""
"","4255","login - valid credentials","webkit","2026-08-05","passed","2026-08-05","Login","","",""
"","13417","element screenshot","firefox","2026-08-05","passed","2026-08-05","Visual Test","","",""
"","11503","text does not match","webkit","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","4244","common key press","webkit","2026-08-05","passed","2026-08-05","Key Presses","","",""
"","397","status does not match","firefox","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","501","status does not match","webkit","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","7886","Github Secrets","chromium","2026-08-05","passed","2026-08-05","Github Environment Tests","","",""
"","0","navigate to login page","firefox","2026-08-05","skipped","2026-08-05","Basic validations","","",""
"","6068","login - valid credentials","firefox","2026-08-05","passed","2026-08-05","Login","","",""
"","369","fetch valid movie ","webkit","2026-08-05","passed","2026-08-05","API Tests","","",""
"","431","non matching key value pair - array & toContainEqual","webkit","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","393","fetch valid movie ","firefox","2026-08-05","passed","2026-08-05","API Tests","","",""
"","511","invalid movie id - array & toContainEqual","webkit","2026-08-05","passed","2026-08-05","API Tests","","",""
"","9556","Github Secrets","webkit","2026-08-05","passed","2026-08-05","Github Environment Tests","","",""
"","1","has title","firefox","2026-08-05","skipped","2026-08-05","Basic validations","","",""
"","2","navigate to login page","webkit","2026-08-05","skipped","2026-08-05","Basic validations","","",""
"","382","non matching key value pair - array & toContainEqual","firefox","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","19628","page screenshot","chromium","2026-08-05","passed","2026-08-05","Visual Test","","",""
"","18964","element image does not match","firefox","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","727","invalid movie id - json & toEqual","webkit","2026-08-05","passed","2026-08-05","API Tests","","",""
"","12513","special key press","firefox","2026-08-05","passed","2026-08-05","Key Presses","","",""
"","14437","element image does not match","webkit","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","11332","element screenshot","webkit","2026-08-05","passed","2026-08-05","Visual Test","","",""
"","306","fetch valid movie ","chromium","2026-08-05","passed","2026-08-05","API Tests","","",""
"","12513","page image does not match","webkit","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","306","non matching key value pair - array & toContainEqual","chromium","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","201","invalid movie id - json & toEqual","chromium","2026-08-05","passed","2026-08-05","API Tests","","",""
"","17237","page screenshot","firefox","2026-08-05","passed","2026-08-05","Visual Test","","",""
"","0","has title","webkit","2026-08-05","skipped","2026-08-05","Basic validations","","",""
"","10281","element screenshot","chromium","2026-08-05","passed","2026-08-05","Visual Test","","",""
"","7811","Github Variables","firefox","2026-08-05","passed","2026-08-05","Github Environment Tests","","",""
"","622","status does not match","chromium","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","14296","element image does not match","chromium","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","484","invalid movie id - array & toContainEqual","firefox","2026-08-05","passed","2026-08-05","API Tests","","",""
"","15400","page screenshot","webkit","2026-08-05","passed","2026-08-05","Visual Test","","",""
"","18890","page image does not match","firefox","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","1","has title","chromium","2026-08-05","skipped","2026-08-05","Basic validations","","",""
"","371","invalid movie id - json & toEqual","firefox","2026-08-05","passed","2026-08-05","API Tests","","",""
"","10624","special key press","chromium","2026-08-05","passed","2026-08-05","Key Presses","","",""
"","10651","Github Secrets","firefox","2026-08-05","passed","2026-08-05","Github Environment Tests","","",""
"","232","key does not exist - json & toEqual","chromium","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","209","key does not exist - json & toEqual","webkit","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","3634","common key press","chromium","2026-08-05","passed","2026-08-05","Key Presses","","",""
"","9657","special key press","webkit","2026-08-05","passed","2026-08-05","Key Presses","","",""
"","15618","text does not match","firefox","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","292","key does not exist - json & toEqual","firefox","2026-08-05","failed","2026-08-05","API Tests - forced to fail","","",""
"","9095","Github Variables","webkit","2026-08-05","passed","2026-08-05","Github Environment Tests","","",""
"","12548","text does not match","chromium","2026-08-05","failed","2026-08-05","UI E2E Tests - forced to fail","","",""
"","4058","login - valid credentials","chromium","2026-08-05","passed","2026-08-05","Login","","",""
"","0","navigate to login page","chromium","2026-08-05","skipped","2026-08-05","Basic validations","","",""
