"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Aug 28 01:59:42 GMT 2024","Wed Aug 28 01:59:42 GMT 2024","351","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Wed Aug 28 01:59:16 GMT 2024","Wed Aug 28 01:59:16 GMT 2024","377","chromium","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"failed","Wed Aug 28 01:59:41 GMT 2024","Wed Aug 28 01:59:42 GMT 2024","563","webkit","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Aug 28 01:59:44 GMT 2024","Wed Aug 28 01:59:48 GMT 2024","4416","webkit","","Github Environment Tests","","","Github Variables",""
"skipped","Wed Aug 28 01:59:36 GMT 2024","Wed Aug 28 01:59:36 GMT 2024","1","firefox","","Basic validations","","","navigate to login page",""
"passed","Wed Aug 28 01:59:32 GMT 2024","Wed Aug 28 01:59:42 GMT 2024","10700","firefox","","Key Presses","","","special key press",""
"passed","Wed Aug 28 01:59:41 GMT 2024","Wed Aug 28 01:59:42 GMT 2024","673","webkit","","API Tests","","","fetch valid movie ",""
"skipped","Wed Aug 28 01:59:36 GMT 2024","Wed Aug 28 01:59:36 GMT 2024","0","firefox","","Basic validations","","","has title",""
"passed","Wed Aug 28 01:59:41 GMT 2024","Wed Aug 28 01:59:41 GMT 2024","459","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Wed Aug 28 01:59:44 GMT 2024","Wed Aug 28 01:59:44 GMT 2024","261","webkit","","API Tests - forced to fail","","","status does not match",""
"passed","Wed Aug 28 01:59:48 GMT 2024","Wed Aug 28 01:59:53 GMT 2024","4666","webkit","","Key Presses","","","common key press",""
"failed","Wed Aug 28 01:59:45 GMT 2024","Wed Aug 28 01:59:53 GMT 2024","8581","webkit","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Wed Aug 28 01:59:16 GMT 2024","Wed Aug 28 01:59:16 GMT 2024","471","chromium","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Wed Aug 28 01:59:35 GMT 2024","Wed Aug 28 01:59:40 GMT 2024","5616","firefox","","Login","","","login - valid credentials",""
"passed","Wed Aug 28 01:59:21 GMT 2024","Wed Aug 28 01:59:23 GMT 2024","2316","chromium","","Key Presses","","","common key press",""
"passed","Wed Aug 28 01:59:17 GMT 2024","Wed Aug 28 01:59:22 GMT 2024","4603","chromium","","Github Environment Tests","","","Github Variables",""
"passed","Wed Aug 28 01:59:24 GMT 2024","Wed Aug 28 01:59:24 GMT 2024","232","firefox","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Wed Aug 28 01:59:48 GMT 2024","Wed Aug 28 01:59:53 GMT 2024","4421","webkit","","Login","","","login - valid credentials",""
"passed","Wed Aug 28 01:59:41 GMT 2024","Wed Aug 28 01:59:42 GMT 2024","544","webkit","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Aug 28 01:59:31 GMT 2024","Wed Aug 28 01:59:37 GMT 2024","5859","firefox","","Key Presses","","","common key press",""
"passed","Wed Aug 28 01:59:26 GMT 2024","Wed Aug 28 01:59:36 GMT 2024","10359","firefox","","Visual Test","","","element screenshot",""
"passed","Wed Aug 28 01:59:27 GMT 2024","Wed Aug 28 01:59:42 GMT 2024","15178","firefox","","Visual Test","","","page screenshot",""
"failed","Wed Aug 28 01:59:16 GMT 2024","Wed Aug 28 01:59:24 GMT 2024","8508","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"skipped","Wed Aug 28 01:59:50 GMT 2024","Wed Aug 28 01:59:50 GMT 2024","0","webkit","","Basic validations","","","has title",""
"skipped","Wed Aug 28 01:59:22 GMT 2024","Wed Aug 28 01:59:22 GMT 2024","0","chromium","","Basic validations","","","has title",""
"failed","Wed Aug 28 01:59:24 GMT 2024","Wed Aug 28 01:59:24 GMT 2024","274","firefox","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Aug 28 01:59:25 GMT 2024","Wed Aug 28 01:59:35 GMT 2024","9414","firefox","","Github Environment Tests","","","Github Secrets",""
"passed","Wed Aug 28 01:59:17 GMT 2024","Wed Aug 28 01:59:22 GMT 2024","4496","chromium","","Key Presses","","","special key press",""
"passed","Wed Aug 28 01:59:25 GMT 2024","Wed Aug 28 01:59:25 GMT 2024","252","firefox","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Aug 28 01:59:25 GMT 2024","Wed Aug 28 01:59:31 GMT 2024","6177","firefox","","Github Environment Tests","","","Github Variables",""
"passed","Wed Aug 28 01:59:44 GMT 2024","Wed Aug 28 01:59:55 GMT 2024","10757","webkit","","Visual Test","","","page screenshot",""
"passed","Wed Aug 28 01:59:22 GMT 2024","Wed Aug 28 01:59:24 GMT 2024","2553","chromium","","Login","","","login - valid credentials",""
"failed","Wed Aug 28 01:59:24 GMT 2024","Wed Aug 28 01:59:40 GMT 2024","15783","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Wed Aug 28 01:59:25 GMT 2024","Wed Aug 28 01:59:26 GMT 2024","295","firefox","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Wed Aug 28 01:59:42 GMT 2024","Wed Aug 28 01:59:52 GMT 2024","9615","webkit","","UI E2E Tests - forced to fail","","","page image does not match",""
"skipped","Wed Aug 28 01:59:22 GMT 2024","Wed Aug 28 01:59:22 GMT 2024","0","chromium","","Basic validations","","","navigate to login page",""
"passed","Wed Aug 28 01:59:18 GMT 2024","Wed Aug 28 01:59:22 GMT 2024","3902","chromium","","Visual Test","","","element screenshot",""
"failed","Wed Aug 28 01:59:16 GMT 2024","Wed Aug 28 01:59:24 GMT 2024","8370","chromium","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Wed Aug 28 01:59:16 GMT 2024","Wed Aug 28 01:59:23 GMT 2024","7373","chromium","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Wed Aug 28 01:59:45 GMT 2024","Wed Aug 28 01:59:52 GMT 2024","6825","webkit","","Key Presses","","","special key press",""
"failed","Wed Aug 28 01:59:25 GMT 2024","Wed Aug 28 01:59:41 GMT 2024","15221","firefox","","UI E2E Tests - forced to fail","","","text does not match",""
"failed","Wed Aug 28 01:59:24 GMT 2024","Wed Aug 28 01:59:25 GMT 2024","455","firefox","","API Tests - forced to fail","","","status does not match",""
"passed","Wed Aug 28 01:59:15 GMT 2024","Wed Aug 28 01:59:16 GMT 2024","372","chromium","","API Tests","","","invalid movie id - json & toEqual",""
"failed","Wed Aug 28 01:59:26 GMT 2024","Wed Aug 28 01:59:43 GMT 2024","17915","firefox","","UI E2E Tests - forced to fail","","","element image does not match",""
"passed","Wed Aug 28 01:59:15 GMT 2024","Wed Aug 28 01:59:16 GMT 2024","290","chromium","","API Tests","","","fetch valid movie ",""
"failed","Wed Aug 28 01:59:15 GMT 2024","Wed Aug 28 01:59:16 GMT 2024","398","chromium","","API Tests - forced to fail","","","status does not match",""
"passed","Wed Aug 28 01:59:16 GMT 2024","Wed Aug 28 01:59:21 GMT 2024","4944","chromium","","Github Environment Tests","","","Github Secrets",""
"failed","Wed Aug 28 01:59:42 GMT 2024","Wed Aug 28 01:59:51 GMT 2024","9524","webkit","","UI E2E Tests - forced to fail","","","text does not match",""
"passed","Wed Aug 28 01:59:43 GMT 2024","Wed Aug 28 01:59:48 GMT 2024","5341","webkit","","Github Environment Tests","","","Github Secrets",""
"passed","Wed Aug 28 01:59:45 GMT 2024","Wed Aug 28 01:59:50 GMT 2024","5581","webkit","","Visual Test","","","element screenshot",""
"passed","Wed Aug 28 01:59:16 GMT 2024","Wed Aug 28 01:59:29 GMT 2024","12522","chromium","","Visual Test","","","page screenshot",""
"passed","Wed Aug 28 01:59:24 GMT 2024","Wed Aug 28 01:59:24 GMT 2024","412","firefox","","API Tests","","","fetch valid movie ",""
