"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 11 01:38:59 GMT 2023","Wed Oct 11 01:39:04 GMT 2023","4954","webkit","","Github Environment Tests","","","Github Secrets",""
"failed","Wed Oct 11 01:37:58 GMT 2023","Wed Oct 11 01:37:58 GMT 2023","191","chromium","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"failed","Wed Oct 11 01:37:57 GMT 2023","Wed Oct 11 01:37:58 GMT 2023","283","chromium","","API Tests - forced to fail","","","status does not match",""
"failed","Wed Oct 11 01:38:57 GMT 2023","Wed Oct 11 01:39:07 GMT 2023","10221","webkit","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Wed Oct 11 01:38:16 GMT 2023","Wed Oct 11 01:38:16 GMT 2023","107","firefox","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Oct 11 01:38:43 GMT 2023","Wed Oct 11 01:38:50 GMT 2023","6476","firefox","","Key Presses","","","common key press",""
"passed","Wed Oct 11 01:39:08 GMT 2023","Wed Oct 11 01:39:14 GMT 2023","6223","webkit","","Visual Test","","","element screenshot",""
"skipped","Wed Oct 11 01:38:48 GMT 2023","Wed Oct 11 01:38:48 GMT 2023","26","firefox","","Basic validations","","","has title",""
"passed","Wed Oct 11 01:38:38 GMT 2023","Wed Oct 11 01:38:53 GMT 2023","14844","firefox","","Key Presses","","","special key press",""
"passed","Wed Oct 11 01:38:34 GMT 2023","Wed Oct 11 01:38:47 GMT 2023","12651","firefox","","Visual Test","","","element screenshot",""
"failed","Wed Oct 11 01:38:54 GMT 2023","Wed Oct 11 01:38:55 GMT 2023","106","webkit","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"failed","Wed Oct 11 01:37:58 GMT 2023","Wed Oct 11 01:38:06 GMT 2023","8093","chromium","","UI E2E Tests - forced to fail","","","text does not match",""
"failed","Wed Oct 11 01:38:16 GMT 2023","Wed Oct 11 01:38:32 GMT 2023","16347","firefox","","UI E2E Tests - forced to fail","","","element image does not match",""
"skipped","Wed Oct 11 01:38:13 GMT 2023","Wed Oct 11 01:38:13 GMT 2023","1","chromium","","Basic validations","","","has title",""
"failed","Wed Oct 11 01:37:58 GMT 2023","Wed Oct 11 01:38:06 GMT 2023","8491","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Wed Oct 11 01:37:59 GMT 2023","Wed Oct 11 01:37:59 GMT 2023","151","chromium","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Wed Oct 11 01:38:15 GMT 2023","Wed Oct 11 01:38:16 GMT 2023","251","firefox","","API Tests","","","invalid movie id - array & toContainEqual",""
"skipped","Wed Oct 11 01:39:14 GMT 2023","Wed Oct 11 01:39:14 GMT 2023","0","webkit","","Basic validations","","","navigate to login page",""
"passed","Wed Oct 11 01:38:08 GMT 2023","Wed Oct 11 01:38:14 GMT 2023","5760","chromium","","Key Presses","","","common key press",""
"passed","Wed Oct 11 01:39:13 GMT 2023","Wed Oct 11 01:39:17 GMT 2023","4140","webkit","","Login","","","login - valid credentials",""
"passed","Wed Oct 11 01:38:08 GMT 2023","Wed Oct 11 01:38:22 GMT 2023","14694","chromium","","Visual Test","","","page screenshot",""
"passed","Wed Oct 11 01:39:08 GMT 2023","Wed Oct 11 01:39:13 GMT 2023","4943","webkit","","Key Presses","","","special key press",""
"skipped","Wed Oct 11 01:38:48 GMT 2023","Wed Oct 11 01:38:48 GMT 2023","22","firefox","","Basic validations","","","navigate to login page",""
"passed","Wed Oct 11 01:39:11 GMT 2023","Wed Oct 11 01:39:16 GMT 2023","5822","webkit","","Key Presses","","","common key press",""
"passed","Wed Oct 11 01:37:57 GMT 2023","Wed Oct 11 01:37:58 GMT 2023","331","chromium","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Oct 11 01:38:08 GMT 2023","Wed Oct 11 01:38:13 GMT 2023","5163","chromium","","Login","","","login - valid credentials",""
"passed","Wed Oct 11 01:38:04 GMT 2023","Wed Oct 11 01:38:05 GMT 2023","1554","chromium","","Github Environment Tests","","","Github Variables",""
"failed","Wed Oct 11 01:37:59 GMT 2023","Wed Oct 11 01:38:06 GMT 2023","6966","chromium","","UI E2E Tests - forced to fail","","","page image does not match",""
"failed","Wed Oct 11 01:38:55 GMT 2023","Wed Oct 11 01:39:06 GMT 2023","10769","webkit","","UI E2E Tests - forced to fail","","","text does not match",""
"failed","Wed Oct 11 01:38:17 GMT 2023","Wed Oct 11 01:38:32 GMT 2023","14608","firefox","","UI E2E Tests - forced to fail","","","text does not match",""
"skipped","Wed Oct 11 01:39:14 GMT 2023","Wed Oct 11 01:39:14 GMT 2023","1","webkit","","Basic validations","","","has title",""
"passed","Wed Oct 11 01:38:25 GMT 2023","Wed Oct 11 01:38:36 GMT 2023","10381","firefox","","Github Environment Tests","","","Github Secrets",""
"passed","Wed Oct 11 01:38:55 GMT 2023","Wed Oct 11 01:38:55 GMT 2023","258","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Wed Oct 11 01:38:15 GMT 2023","Wed Oct 11 01:38:15 GMT 2023","125","firefox","","API Tests - forced to fail","","","status does not match",""
"passed","Wed Oct 11 01:38:36 GMT 2023","Wed Oct 11 01:38:48 GMT 2023","12515","firefox","","Visual Test","","","page screenshot",""
"passed","Wed Oct 11 01:39:09 GMT 2023","Wed Oct 11 01:39:21 GMT 2023","12292","webkit","","Visual Test","","","page screenshot",""
"passed","Wed Oct 11 01:37:57 GMT 2023","Wed Oct 11 01:37:58 GMT 2023","353","chromium","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Wed Oct 11 01:38:17 GMT 2023","Wed Oct 11 01:38:17 GMT 2023","330","firefox","","API Tests - forced to fail","","","non matching key value pair - array & toContainEqual",""
"passed","Wed Oct 11 01:38:47 GMT 2023","Wed Oct 11 01:38:54 GMT 2023","6696","firefox","","Login","","","login - valid credentials",""
"passed","Wed Oct 11 01:38:05 GMT 2023","Wed Oct 11 01:38:08 GMT 2023","2483","chromium","","Visual Test","","","element screenshot",""
"passed","Wed Oct 11 01:38:54 GMT 2023","Wed Oct 11 01:38:54 GMT 2023","329","webkit","","API Tests","","","fetch valid movie ",""
"failed","Wed Oct 11 01:38:57 GMT 2023","Wed Oct 11 01:38:57 GMT 2023","416","webkit","","API Tests - forced to fail","","","status does not match",""
"passed","Wed Oct 11 01:39:04 GMT 2023","Wed Oct 11 01:39:08 GMT 2023","3721","webkit","","Github Environment Tests","","","Github Variables",""
"passed","Wed Oct 11 01:37:57 GMT 2023","Wed Oct 11 01:37:58 GMT 2023","357","chromium","","API Tests","","","fetch valid movie ",""
"passed","Wed Oct 11 01:38:15 GMT 2023","Wed Oct 11 01:38:15 GMT 2023","311","firefox","","API Tests","","","fetch valid movie ",""
"passed","Wed Oct 11 01:38:34 GMT 2023","Wed Oct 11 01:38:43 GMT 2023","9034","firefox","","Github Environment Tests","","","Github Variables",""
"skipped","Wed Oct 11 01:38:13 GMT 2023","Wed Oct 11 01:38:13 GMT 2023","1","chromium","","Basic validations","","","navigate to login page",""
"failed","Wed Oct 11 01:38:58 GMT 2023","Wed Oct 11 01:39:09 GMT 2023","10134","webkit","","UI E2E Tests - forced to fail","","","element image does not match",""
"passed","Wed Oct 11 01:38:56 GMT 2023","Wed Oct 11 01:38:57 GMT 2023","211","webkit","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Oct 11 01:38:01 GMT 2023","Wed Oct 11 01:38:04 GMT 2023","3056","chromium","","Github Environment Tests","","","Github Secrets",""
"failed","Wed Oct 11 01:38:19 GMT 2023","Wed Oct 11 01:38:36 GMT 2023","17222","firefox","","UI E2E Tests - forced to fail","","","page image does not match",""
"passed","Wed Oct 11 01:38:08 GMT 2023","Wed Oct 11 01:38:14 GMT 2023","6191","chromium","","Key Presses","","","special key press",""
"failed","Wed Oct 11 01:38:56 GMT 2023","Wed Oct 11 01:38:57 GMT 2023","221","webkit","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Oct 11 01:38:16 GMT 2023","Wed Oct 11 01:38:16 GMT 2023","274","firefox","","API Tests","","","invalid movie id - json & toEqual",""
