"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 09 01:49:00 GMT 2023","Wed Aug 09 01:49:11 GMT 2023","10696","chromium","","Visual Test","","","page screenshot",""
"passed","Wed Aug 09 01:49:00 GMT 2023","Wed Aug 09 01:49:04 GMT 2023","3865","chromium","","Key Presses","","","common key press",""
"skipped","Wed Aug 09 01:49:54 GMT 2023","Wed Aug 09 01:49:54 GMT 2023","1","webkit","","Basic validations","","","navigate to login page",""
"passed","Wed Aug 09 01:49:05 GMT 2023","Wed Aug 09 01:49:05 GMT 2023","202","firefox","","API Tests","","","fetch valid movie ",""
"passed","Wed Aug 09 01:49:05 GMT 2023","Wed Aug 09 01:49:06 GMT 2023","194","firefox","","API Tests","","","invalid movie id - json & toEqual",""
"skipped","Wed Aug 09 01:49:03 GMT 2023","Wed Aug 09 01:49:03 GMT 2023","1","chromium","","Basic validations","","","navigate to login page",""
"skipped","Wed Aug 09 01:49:29 GMT 2023","Wed Aug 09 01:49:29 GMT 2023","1","firefox","","Basic validations","","","navigate to login page",""
"passed","Wed Aug 09 01:49:05 GMT 2023","Wed Aug 09 01:49:06 GMT 2023","213","firefox","","API Tests","","","invalid movie id - array & toContainEqual",""
"failed","Wed Aug 09 01:49:35 GMT 2023","Wed Aug 09 01:49:35 GMT 2023","170","webkit","","API Tests - forced to fail","","","status does not match",""
"skipped","Wed Aug 09 01:49:03 GMT 2023","Wed Aug 09 01:49:03 GMT 2023","1","chromium","","Basic validations","","","has title",""
"failed","Wed Aug 09 01:48:52 GMT 2023","Wed Aug 09 01:48:59 GMT 2023","6769","chromium","","UI E2E Tests - forced to fail","","","element image does not match",""
"failed","Wed Aug 09 01:49:38 GMT 2023","Wed Aug 09 01:49:38 GMT 2023","357","webkit","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Aug 09 01:49:48 GMT 2023","Wed Aug 09 01:49:54 GMT 2023","5526","webkit","","Key Presses","","","special key press",""
"failed","Wed Aug 09 01:49:06 GMT 2023","Wed Aug 09 01:49:06 GMT 2023","81","firefox","","API Tests - forced to fail","","","key does not exist - json & toEqual",""
"passed","Wed Aug 09 01:49:22 GMT 2023","Wed Aug 09 01:49:34 GMT 2023","12234","firefox","","Visual Test","","","element screenshot",""
"passed","Wed Aug 09 01:49:37 GMT 2023","Wed Aug 09 01:49:38 GMT 2023","253","webkit","","API Tests","","","invalid movie id - array & toContainEqual",""
"passed","Wed Aug 09 01:48:55 GMT 2023","Wed Aug 09 01:48:57 GMT 2023","2047","chromium","","Github Environment Tests","","","Github Secrets",""
"passed","Wed Aug 09 01:48:52 GMT 2023","Wed Aug 09 01:48:52 GMT 2023","227","chromium","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Aug 09 01:49:34 GMT 2023","Wed Aug 09 01:49:35 GMT 2023","538","webkit","","API Tests","","","fetch valid movie ",""
"passed","Wed Aug 09 01:49:35 GMT 2023","Wed Aug 09 01:49:35 GMT 2023","269","webkit","","API Tests","","","invalid movie id - json & toEqual",""
"passed","Wed Aug 09 01:49:47 GMT 2023","Wed Aug 09 01:49:51 GMT 2023","3915","webkit","","Visual Test","","","element screenshot",""
