"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","461","status does not match","firefox","Sun Mar 09 01:49:22 GMT 2025","failed","Sun Mar 09 01:49:23 GMT 2025","API Tests - forced to fail","","",""
"","352","status does not match","chromium","Sun Mar 09 01:49:12 GMT 2025","failed","Sun Mar 09 01:49:12 GMT 2025","API Tests - forced to fail","","",""
"","409","invalid movie id - json & toEqual","firefox","Sun Mar 09 01:49:22 GMT 2025","passed","Sun Mar 09 01:49:23 GMT 2025","API Tests","","",""
"","1","has title","webkit","Sun Mar 09 01:49:50 GMT 2025","skipped","Sun Mar 09 01:49:50 GMT 2025","Basic validations","","",""
"","364","invalid movie id - array & toContainEqual","firefox","Sun Mar 09 01:49:21 GMT 2025","passed","Sun Mar 09 01:49:21 GMT 2025","API Tests","","",""
"","5648","login - valid credentials","firefox","Sun Mar 09 01:49:34 GMT 2025","passed","Sun Mar 09 01:49:39 GMT 2025","Login","","",""
"","398","invalid movie id - array & toContainEqual","webkit","Sun Mar 09 01:49:39 GMT 2025","passed","Sun Mar 09 01:49:39 GMT 2025","API Tests","","",""
"","11460","special key press","firefox","Sun Mar 09 01:49:31 GMT 2025","passed","Sun Mar 09 01:49:43 GMT 2025","Key Presses","","",""
"","356","invalid movie id - json & toEqual","chromium","Sun Mar 09 01:49:12 GMT 2025","passed","Sun Mar 09 01:49:12 GMT 2025","API Tests","","",""
"","460","fetch valid movie ","webkit","Sun Mar 09 01:49:41 GMT 2025","passed","Sun Mar 09 01:49:41 GMT 2025","API Tests","","",""
"","18819","element image does not match","firefox","Sun Mar 09 01:49:23 GMT 2025","failed","Sun Mar 09 01:49:42 GMT 2025","UI E2E Tests - forced to fail","","",""
"","8926","text does not match","webkit","Sun Mar 09 01:49:43 GMT 2025","failed","Sun Mar 09 01:49:52 GMT 2025","UI E2E Tests - forced to fail","","",""
"","347","non matching key value pair - array & toContainEqual","chromium","Sun Mar 09 01:49:12 GMT 2025","failed","Sun Mar 09 01:49:12 GMT 2025","API Tests - forced to fail","","",""
"","0","has title","chromium","Sun Mar 09 01:49:19 GMT 2025","skipped","Sun Mar 09 01:49:19 GMT 2025","Basic validations","","",""
"","15264","page screenshot","chromium","Sun Mar 09 01:49:12 GMT 2025","passed","Sun Mar 09 01:49:27 GMT 2025","Visual Test","","",""
"","18617","page image does not match","firefox","Sun Mar 09 01:49:23 GMT 2025","failed","Sun Mar 09 01:49:42 GMT 2025","UI E2E Tests - forced to fail","","",""
"","6012","Github Variables","webkit","Sun Mar 09 01:49:43 GMT 2025","passed","Sun Mar 09 01:49:49 GMT 2025","Github Environment Tests","","",""
"","5681","Github Secrets","webkit","Sun Mar 09 01:49:43 GMT 2025","passed","Sun Mar 09 01:49:49 GMT 2025","Github Environment Tests","","",""
"","7696","element screenshot","webkit","Sun Mar 09 01:49:42 GMT 2025","passed","Sun Mar 09 01:49:50 GMT 2025","Visual Test","","",""
"","10451","page image does not match","chromium","Sun Mar 09 01:49:12 GMT 2025","failed","Sun Mar 09 01:49:23 GMT 2025","UI E2E Tests - forced to fail","","",""
"","10483","element image does not match","chromium","Sun Mar 09 01:49:12 GMT 2025","failed","Sun Mar 09 01:49:22 GMT 2025","UI E2E Tests - forced to fail","","",""
"","409","fetch valid movie ","firefox","Sun Mar 09 01:49:21 GMT 2025","passed","Sun Mar 09 01:49:21 GMT 2025","API Tests","","",""
"","12283","element screenshot","firefox","Sun Mar 09 01:49:24 GMT 2025","passed","Sun Mar 09 01:49:36 GMT 2025","Visual Test","","",""
"","288","non matching key value pair - array & toContainEqual","webkit","Sun Mar 09 01:49:39 GMT 2025","failed","Sun Mar 09 01:49:40 GMT 2025","API Tests - forced to fail","","",""
"","5125","Github Variables","chromium","Sun Mar 09 01:49:13 GMT 2025","passed","Sun Mar 09 01:49:18 GMT 2025","Github Environment Tests","","",""
"","2","navigate to login page","chromium","Sun Mar 09 01:49:19 GMT 2025","skipped","Sun Mar 09 01:49:19 GMT 2025","Basic validations","","",""
"","1","navigate to login page","firefox","Sun Mar 09 01:49:36 GMT 2025","skipped","Sun Mar 09 01:49:36 GMT 2025","Basic validations","","",""
"","10396","Github Secrets","firefox","Sun Mar 09 01:49:23 GMT 2025","passed","Sun Mar 09 01:49:34 GMT 2025","Github Environment Tests","","",""
"","678","key does not exist - json & toEqual","chromium","Sun Mar 09 01:49:12 GMT 2025","failed","Sun Mar 09 01:49:12 GMT 2025","API Tests - forced to fail","","",""
"","584","fetch valid movie ","chromium","Sun Mar 09 01:49:12 GMT 2025","passed","Sun Mar 09 01:49:12 GMT 2025","API Tests","","",""
"","323","invalid movie id - array & toContainEqual","chromium","Sun Mar 09 01:49:12 GMT 2025","passed","Sun Mar 09 01:49:12 GMT 2025","API Tests","","",""
"","6529","special key press","webkit","Sun Mar 09 01:49:44 GMT 2025","passed","Sun Mar 09 01:49:51 GMT 2025","Key Presses","","",""
"","9290","text does not match","chromium","Sun Mar 09 01:49:12 GMT 2025","failed","Sun Mar 09 01:49:21 GMT 2025","UI E2E Tests - forced to fail","","",""
"","5812","special key press","chromium","Sun Mar 09 01:49:13 GMT 2025","passed","Sun Mar 09 01:49:19 GMT 2025","Key Presses","","",""
"","415","key does not exist - json & toEqual","webkit","Sun Mar 09 01:49:41 GMT 2025","failed","Sun Mar 09 01:49:41 GMT 2025","API Tests - forced to fail","","",""
"","4945","Github Secrets","chromium","Sun Mar 09 01:49:13 GMT 2025","passed","Sun Mar 09 01:49:18 GMT 2025","Github Environment Tests","","",""
"","10474","page screenshot","webkit","Sun Mar 09 01:49:45 GMT 2025","passed","Sun Mar 09 01:49:56 GMT 2025","Visual Test","","",""
"","15003","text does not match","firefox","Sun Mar 09 01:49:23 GMT 2025","failed","Sun Mar 09 01:49:38 GMT 2025","UI E2E Tests - forced to fail","","",""
"","4136","common key press","webkit","Sun Mar 09 01:49:49 GMT 2025","passed","Sun Mar 09 01:49:53 GMT 2025","Key Presses","","",""
"","257","non matching key value pair - array & toContainEqual","firefox","Sun Mar 09 01:49:21 GMT 2025","failed","Sun Mar 09 01:49:21 GMT 2025","API Tests - forced to fail","","",""
"","17346","page screenshot","firefox","Sun Mar 09 01:49:23 GMT 2025","passed","Sun Mar 09 01:49:40 GMT 2025","Visual Test","","",""
"","5721","common key press","firefox","Sun Mar 09 01:49:32 GMT 2025","passed","Sun Mar 09 01:49:38 GMT 2025","Key Presses","","",""
"","449","invalid movie id - json & toEqual","webkit","Sun Mar 09 01:49:42 GMT 2025","passed","Sun Mar 09 01:49:42 GMT 2025","API Tests","","",""
"","4078","login - valid credentials","webkit","Sun Mar 09 01:49:49 GMT 2025","passed","Sun Mar 09 01:49:53 GMT 2025","Login","","",""
"","0","has title","firefox","Sun Mar 09 01:49:36 GMT 2025","skipped","Sun Mar 09 01:49:36 GMT 2025","Basic validations","","",""
"","2641","common key press","chromium","Sun Mar 09 01:49:18 GMT 2025","passed","Sun Mar 09 01:49:21 GMT 2025","Key Presses","","",""
"","366","status does not match","webkit","Sun Mar 09 01:49:43 GMT 2025","failed","Sun Mar 09 01:49:43 GMT 2025","API Tests - forced to fail","","",""
"","8203","Github Variables","firefox","Sun Mar 09 01:49:24 GMT 2025","passed","Sun Mar 09 01:49:32 GMT 2025","Github Environment Tests","","",""
"","6873","element screenshot","chromium","Sun Mar 09 01:49:12 GMT 2025","passed","Sun Mar 09 01:49:19 GMT 2025","Visual Test","","",""
"","3537","login - valid credentials","chromium","Sun Mar 09 01:49:18 GMT 2025","passed","Sun Mar 09 01:49:22 GMT 2025","Login","","",""
"","304","key does not exist - json & toEqual","firefox","Sun Mar 09 01:49:21 GMT 2025","failed","Sun Mar 09 01:49:22 GMT 2025","API Tests - forced to fail","","",""
"","10824","page image does not match","webkit","Sun Mar 09 01:49:41 GMT 2025","failed","Sun Mar 09 01:49:52 GMT 2025","UI E2E Tests - forced to fail","","",""
"","10409","element image does not match","webkit","Sun Mar 09 01:49:42 GMT 2025","failed","Sun Mar 09 01:49:53 GMT 2025","UI E2E Tests - forced to fail","","",""
"","0","navigate to login page","webkit","Sun Mar 09 01:49:50 GMT 2025","skipped","Sun Mar 09 01:49:50 GMT 2025","Basic validations","","",""
